0,15,14,95,167
1,107,11,97,169
2,203,9,100,172
3,301,9,100,172
4,401,9,95,172
5,494,9,100,172
6,589,6,100,175
7,687,9,100,175
8,784,9,100,175
9,882,9,97,175
10,978,9,102,175
11,1078,9,97,175
12,1173,9,100,175
13,978,179,198,95
14,782,181,195,92
15,589,179,195,95
16,393,179,198,95
17,203,176,193,97
18,12,176,193,97
